smiles,drug,END,EAR,REP,HEP,BLO,REN,EYE,IMM,INF,GAS,NER,SKI,MET,MUS,RES,VAS,CAR,PSY
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,zanamivir,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCC(C)(C)c1cc(OC)c([C@H]2C=C(CO)[C@H]3C[C@@H]2C3(C)C)c(OC)c1,onternabez,,0.0,,,,,,,0.0,,,,,,,,0.0,
COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1,2-[5;6-bis-(4-methoxy-phenyl)-furo[2;3-d]pyrimidin-4-ylamino]-ethanol,0.0,,,,,,,0.0,,,,0.0,,,,,,
C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,linsitinib,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0
O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1cccc3ccccc13)C(=O)O)C2=O,2-[(1r)-1-carboxy-2-naphthalen-1-ylethyl]-1;3-dioxo-2;3-dihydro-1h-isoindole-5-carboxylic acid,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CC[C@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@@H](C)O,cyc-065,,,,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,
Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,debio-1347,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,rivoceranib,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,SIDER825,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,entospletinib,,0.0,,,0.0,,,0.0,,0.0,,,,,,0.0,,0.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O,adenosine 5'-phosphosulfate,,,,,,0.0,,,,0.0,,,,,,0.0,,
O=P(O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,n6-benzyl adenosine-5'-diphosphate,,,,,,,,,,,,,,0.0,0.0,,,
O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,mk-8245,,0.0,,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,bms-911543,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,
O=[N+]([O-])c1ccccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,1-o-[o-nitrophenyl]-beta-d-galactopyranose,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,uridine monophosphate,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,,
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,2'-deoxyguanosine-5'-diphosphate,,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,adenosine disphosphate,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)c[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,velpatasvir,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0
O/N=C1\CCc2cc(-c3cn(C4CCNCC4)nc3-c3ccncc3)ccc21,(1e)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1h-pyrazol-4-yl)-2;3-dihydro-1h-inden-1-one oxime,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,
CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1,imidazopyridazin 1,,,,,,,,,,,,,,,,,,0.0
NCc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#Cc4ccccc4)o3)CC1)CO2,jnj-27390467,,0.0,,,,,,,,,,0.0,,,,,0.0,
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,ricolinostat,,,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,
CC(C)COc1cccc(-c2nc3cc(C(=N)N)ccc3[nH]2)c1O,cra_10656,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,0.0
CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,talsupram,,,,,0.0,,,,,,,,,0.0,,,,0.0
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,uridine-5'-diphosphate-mannose,,,,,,,,,,,,,,0.0,0.0,,,0.0
CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,danoprevir,,,,,0.0,,,,,,0.0,0.0,,,,,,
Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,hiv integrase inhibitor,,0.0,,,,,,,,0.0,,0.0,,0.0,,,0.0,
COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,5-(2-fluoro-5-{(1e)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1;2-oxazole-3-carboxylic acid,,0.0,0.0,,,,,,,,,,,,0.0,,,0.0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,cholesterol,,,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0
Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1,iqp-0528,0.0,,0.0,,,,0.0,0.0,,,,,,,,,0.0,
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,SIDER260,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccccc1)c1cc[nH]n1,n-phenyl-1h-pyrazole-3-carboxamide,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,SIDER1308,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,6-(2;4-diamino-6-ethylpyrimidin-5-yl)-4-(3-methoxypropyl)-2;2-dimethyl-2h-1;4-benzoxazin-3(4h)-one,,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,
N=C(Nc1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1,n-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,,,,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0
CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,tofimilast,,,,0.0,,,,,,0.0,,,,0.0,,,,0.0
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,tezacaftor,,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0,
O=C1/C(=N\O)c2c(/C=C/c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,(3z)-1-[(6-fluoro-4h-1;3-benzodioxin-8-yl)methyl]-4-[(e)-2-phenylethenyl]-1h-indole-2;3-dione 3-oxime,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,ibutamoren,,,0.0,0.0,,0.0,,,,,,,,,,,,
COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,5-[(3s)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2;4-diamine,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)c(C=O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,ru84687,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,golvatinib,,,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0
O=S(=O)(O)CI,methiodal,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,0.0
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,azd-9496,,,,0.0,,,,,,,0.0,0.0,,,,,,
Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nn[nH]n2)cc1,n;n-bis(4-chlorobenzyl)-1h-1;2;3;4-tetraazol-5-amine,,,,,,,,,,,,0.0,,,,,,0.0
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,ispinesib,,,,0.0,0.0,,,,,,,,,,,0.0,,0.0
COc1cc(-c2ccccc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5-[(3r)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2;4-diamine,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0
O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,telaglenastat,,,0.0,0.0,,,,,0.0,,,0.0,,,,,0.0,0.0
OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,migalastat,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6[nH]c(N)nc(=O)c6n5)cc4)C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21,pafolacianine sodium,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0
CCCNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(c1ccccc1)c1ccccc1,beta-phenyl-d-phenylalanyl-n-propyl-l-prolinamide,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,,
c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,artefenomel,0.0,0.0,,,0.0,0.0,,,,,,,,,,,0.0,
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,SIDER1283,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Cc1cccs1)N1CCC(c2nc(-c3cccs3)no2)CC1,1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1;2;4-oxadiazol-5-yl)piperidine,0.0,,0.0,0.0,,0.0,,,,,,,,,,,0.0,
Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2,lubazodone,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F,n-({(2s)-1-[(3r)-3-amino-4-(2-fluorophenyl)butanoyl]pyrrolidin-2-yl}methyl)benzamide,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
CC(=O)O,SIDER35,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1,pf-04531083,,,,,,,,,,,0.0,0.0,,,,0.0,,
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,vorozole,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,
CSCC[C@H](N)C(=O)O,methionine,,,,0.0,,,,,,1.0,1.0,0.0,,,0.0,0.0,,0.0
CCCCCc1cccc(CC(=O)O)c1,setogepram,,,,,0.0,,,,,,,,,,,0.0,0.0,
CS(=O)(=O)c1cccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(Cl)c2)c1,n-({(2s)-1-[(3r)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,
O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,nsc-663284,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0
N[C@@H](Cc1ccc(O)cc1)C(=O)O,SIDER218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(F)ccc1-c1ccc(/N=N/c2cc(S(=O)(=O)O)c3ccccc3c2N)cn1,kus-121 free acid,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,
O=[N+]([O-])c1cccc2c(Br)n[nH]c12,3-bromo-7-nitroindazole,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,
Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,lx-7101,,,0.0,,,,,,0.0,0.0,,,,,,,,
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib dihydrochloride,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(COc2ccc3cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc3c2)c(F)c1,n-({6-[(4-cyano-2-fluorobenzyl)oxy]naphthalen-2-yl}sulfonyl)-d-glutamic acid,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,0.0
CCCCOc1nc(NCCN2CCOCC2)c2ncn(Cc3c(F)cccc3F)c2n1,2-butoxy-9-(2;6-difluorobenzyl)-n-(2-morpholin-4-ylethyl)-9h-purin-6-amine,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0
NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1-[4-(4-chlorobenzyl)-1-(7h-pyrrolo[2;3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,
CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,idoxifene,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,dothiepin hydrochloride,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,decernotinib,,,,0.0,,,,,,,,,,,0.0,0.0,,0.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,rebastinib,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,dienogest,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CCC(C)(C)C(=O)O,2;2-dimethylbutyrate,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0
N[C@@H]1C[C@H]1c1ccccc1,tranylcypromine sulfate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,testosterone enanthate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,SIDER1098,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
C[C@@](N)(C(=O)O)c1ccc(C(=O)O)cc1,(s)-alpha-methyl-4-carboxyphenylglycine,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,SIDER1122,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
NC(=O)c1cnccn1,SIDER158,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Cc1ccc(S(=O)(=O)N(C)c2ccnn2-c2ccccc2)cc1,n;4-dimethyl-n-(1-phenyl-1h-pyrazol-5-yl)benzenesulfonamide,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0
CC(C)N(C(=O)CN1C(=O)[C@H](NC(=O)Nc2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1,gi-181771x,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,0.0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,sulfisoxazole,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,SIDER976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,zoliflodacin,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(N)(=O)=O)[C@@H](O)[C@H]1O,[(2r;3s;4r;5r)-5-(6-amino-9h-purin-9-yl)-3;4-dihydroxytetrahydro-2-furanyl]methyl sulfamate,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,SIDER1076,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC1(c2ccccc2)CCC(=O)NC1=O,glutethimide,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC1(CC)C(=O)CCNC1=O,piperidione,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,
CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,brivaracetam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,SIDER430,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,sulfameter,,,,0.0,,,,1.0,,,,,0.0,,0.0,0.0,,
NC(=O)NC(=O)Cc1ccccc1,phenacemide,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0
CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,0.0,,,0.0,,,,,,,0.0,,,,,,0.0,0.0
C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(C(=O)O)cc4)n[nH]c2-3)CC1,4-(6-{[(4-methylcyclohexyl)amino]methyl}-1;4-dihydroindeno[1;2-c]pyrazol-3-yl)benzoic acid,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,
CC(C)[C@H]1SC(Nc2ccccc2F)=NC1=O,(5r)-2-[(2-fluorophenyl)amino]-5-isopropyl-1;3-thiazol-4(5h)-one,0.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
O=c1[nH]cnc2[nH]ncc12,allopurinol,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,gedocarnil,0.0,0.0,,,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,
O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,2-chloro-5-nitro-n-phenylbenzamide,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,SIDER1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,SIDER11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2;3-dihydro-1h-indole,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,4;6-dideoxy-4-{[4;5;6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-d-lyxo-hexopyranosyl-(1->4)-alpha-d-threo-hexopyranosyl-(1->6)-alpha-l-threo-hexopyranose,,0.0,,,0.0,0.0,,,,,,,0.0,,,,0.0,
Cn1sccc1=O,methylisothiazolinone,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,
CCCCCCCCCCNC(=O)NC1CCCCC1,n-cyclohexyl-n'-decylurea,,,,,,,,0.0,,,,,0.0,,,,,0.0
COc1c(O)c(OC)c2oc(-c3ccccc3O)cc(=O)c2c1O,5;7;2′-trihydroxy-6;8-dimethoxyflavone,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,
Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,brensocatib,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,picric acid,,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0,,
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,proguanil hydrochloride,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
CCC(=O)O[C@H]1/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@H](OC)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@H]1C,josamycin propionate,,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0
CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,mitoglitazone,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0
O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,epoetin alfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,n-methyl-4-{[(2-oxo-1;2-dihydro-3h-indol-3-ylidene)methyl]amino}benzenesulfonamide,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,,
Nc1nc(O)c2ncn(CCCCC(F)(F)P(=O)(O)O)c2n1,9-(5;5-difluoro-5-phosphonopentyl)guanine,0.0,,,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,pf-04691502,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,0.0
Nc1nc2c(ncn2/C=C2/CC2(CO)CO)c(=O)[nH]1,filociclovir,,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0
